primitives,points,q_bp
movej_fit,"[array([ 702.87160422, -586.70878242,  591.33973669])]","[array([-0.81633164,  0.57292415,  0.55094206, -0.29114436, -1.99948594,
        2.35410676])]"
movec_fit,"[array([ 702.58402798, -451.35886764,  591.63654594]), [692.20683702, -316.40671836, 591.67003819]]","[array([-0.70485165,  0.42250134,  0.32579446, -0.30210332, -1.93657639,
        2.19510993]), [-0.65763065, 0.13374326, -0.0208793, -0.38559274, -1.7679393, 2.33906462]]"
movel_fit,"[array([ 683.73643566, -246.13436996,  590.33460942])]","[array([-0.66978247, -0.08249764, -0.25308777, -0.47719606, -1.63913553,
        2.45625379])]"
movec_fit,"[[677.63839407, -200.20618776, 588.93084728], [672.54035484, -154.19029764, 587.14273613]]","[[-0.66313928, -0.19472938, -0.36670995, -0.52829251, -1.58395246, 2.47503886], [-0.65256052, -0.30677766, -0.47443137, -0.58049727, -1.53221052, 2.49040648]]"
movec_fit,"[[669.56703413, -97.70835889, 586.01402573], [672.42113305, -41.26128098, 587.13816484]]","[[-0.61145474, -0.40969952, -0.56356045, -0.63381239, -1.47701282, 2.36167224], [-0.54909029, -0.50679613, -0.63769367, -0.67776508, -1.40780326, 2.21309006]]"
movec_fit,"[[678.0787916, -7.47514907, 588.94118531], [685.89370705, 25.87304729, 590.41710081]]","[[-0.43778518, -0.44834667, -0.56841991, -0.62026008, -1.39904288, 1.97219424], [-0.3441448, -0.37261463, -0.49523178, -0.57622791, -1.40509304, 1.75287754]]"
movec_fit,"[[693.60509692, 52.25184767, 590.53617626], [701.77558726, 78.45319985, 589.57505393]]","[[-0.25515446, -0.24300052, -0.37818174, -0.51586007, -1.46153575, 1.58729675], [-0.186183, -0.1078848, -0.26213641, -0.47833044, -1.5332247, 1.44566773]]"
movec_fit,"[[709.25024676, 102.73877564, 587.14704144], [716.18093191, 127.05020583, 583.92548082]]","[[-0.13788899, 0.0362602, -0.14496729, -0.46384726, -1.62450539, 1.34710607], [-0.09879001, 0.1782323, -0.03240778, -0.46367442, -1.71927272, 1.25843218]]"
movel_fit,"[array([722.58075556, 155.63947586, 579.94315158])]","[array([-0.06602176,  0.30033629,  0.05890752, -0.484708  , -1.80845032,
        1.26074582])]"
movec_fit,"[[726.11399965, 185.93146565, 577.02978358], [725.87497023, 216.52543164, 576.8937206]]","[[-0.03987392, 0.39304545, 0.12231117, -0.5210776, -1.88665616, 1.35239637], [-0.00742377, 0.48122768, 0.18664238, -0.55264365, -1.96802536, 1.43823204]]"
movel_fit,"[array([723.24580334, 235.68408065, 578.60421572])]","[array([ 0.01108709,  0.45689762,  0.16966693, -0.55936476, -1.96358382,
        1.59351171])]"
movel_fit,"[array([718.20573118, 256.95784988, 581.89543374])]","[array([ 0.03889034,  0.43281001,  0.1588311 , -0.55639301, -1.95385389,
        1.67556084])]"
movel_fit,"[array([709.97401557, 280.80634681, 585.98239997])]","[array([ 0.06934285,  0.31955775,  0.07882956, -0.53930581, -1.86910196,
        1.79257473])]"
movel_fit,"[array([699.79620119, 304.21521065, 589.02014667])]","[array([ 0.10688433,  0.15567993, -0.04492243, -0.51535348, -1.73236649,
        1.8633371 ])]"
movel_fit,"[array([688.64715989, 327.74306616, 589.92527812])]","[array([ 0.15286346, -0.04728642, -0.20902142, -0.49443208, -1.5540849 ,
        1.91069261])]"
movel_fit,"[array([678.01268802, 351.24378912, 588.61600218])]","[array([ 0.2098762 , -0.23995869, -0.3713456 , -0.47818629, -1.37135145,
        1.89292202])]"
movel_fit,"[array([670.65923415, 371.69912896, 586.50999287])]","[array([ 0.26200009, -0.38330019, -0.49757542, -0.47151171, -1.21912562,
        1.80897492])]"
movel_fit,"[array([666.64135077, 389.09780256, 585.04022054])]","[array([ 0.30994543, -0.48463593, -0.58924572, -0.46348549, -1.09290077,
        1.67198883])]"
movec_fit,"[[665.88226261, 417.02632141, 584.92795002], [672.02860587, 444.15344848, 587.08571194]]","[[0.39308841, -0.55698199, -0.65732339, -0.4133046, -0.94145485, 1.33017572], [0.50676466, -0.59867144, -0.70115744, -0.26388822, -0.79377953, 0.89981286]]"
movel_fit,"[array([677.97716844, 459.55213871, 588.31123957])]","[array([ 0.46729492, -0.4426565 , -0.55925997, -0.32066535, -0.91979211,
        0.84770275])]"
movel_fit,"[array([686.79784802, 477.08474892, 589.48658368])]","[array([ 0.46057109, -0.32803241, -0.45438751, -0.32854031, -0.99321653,
        0.74252684])]"
movel_fit,"[array([733.93646218, 563.37861974, 586.04054395])]","[array([ 0.31008774,  0.65803801,  0.44969176, -0.65824012, -1.84177089,
        0.4557371 ])]"
